Выборы Президента Российской Федерации																																																															
Дата голосования: 18.03.2018																																																															
																																																															
Наименование Избирательной комиссии:    Стародубская																																																															
																																																															
Сводная таблица итогов голосования																																																															
																																																															
	Число участковых избирательных комиссий	52																																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	52																																																													
																																																															
		Сумма	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922									
1	"Число избирателей, включенных в список избирателей"	29189	877	269	450	154	343	301	240	168	137	291	480	1010	300	362	117	817	227	290	493	362	209	217	215	183	285	1120	330	193	520	163	557	206	263	314	403	566	358	156	394	260	216	310	1400	1338	1599	2052	1124	1105	923	1206	1322	1994									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29500	900	270	460	160	340	310	240	170	130	290	510	1000	300	370	120	870	230	310	510	350	220	230	230	180	280	1200	330	200	550	160	600	210	270	320	420	580	360	150	400	270	220	320	1400	1400	1600	2000	1110	1100	950	1200	1300	1900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	22708	705	229	310	128	312	282	177	113	109	172	410	637	188	292	90	321	178	216	351	292	170	182	186	147	241	913	254	166	411	135	444	149	224	253	311	453	317	92	320	213	174	248	1232	1007	1257	1620	996	851	807	1018	969	1436									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3000	97	19	103	16	25	13	55	48	19	91	45	130	86	61	23	250	28	57	133	53	33	31	23	30	36	174	65	20	70	11	74	35	30	44	70	97	31	58	54	34	37	43	51	48	49	64	24	45	41	58	100	68									
6	Число погашенных избирательных бюллетеней	3792	98	22	47	16	3	15	8	9	2	27	55	233	26	17	7	299	24	37	26	5	17	17	21	3	3	113	11	14	69	14	82	26	16	23	39	30	12	0	26	23	9	29	117	345	294	316	90	204	102	124	231	396									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3000	97	19	103	16	25	13	55	48	19	91	45	130	86	61	23	250	28	57	133	53	33	31	23	30	36	174	65	20	70	11	74	35	30	44	70	97	31	58	54	34	37	43	51	48	49	64	24	45	41	58	100	68									
8	Число бюллетеней в стационарных ящиках для голосования	22708	705	229	310	128	312	282	177	113	109	172	410	637	188	292	90	321	178	216	351	292	170	182	186	147	241	913	254	166	411	135	444	149	224	253	311	453	317	92	320	213	174	248	1232	1007	1257	1620	996	851	807	1018	969	1436									
9	Число недействительных избирательных бюллетеней	153	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	7	0	0	0	25	1	0	0	0	0	5	0	0	4	4	0	0	4	2	0	0	0	0	12	0	0	20	12	11	0	10	10	10	0	8	0	0									
10	Число действительных избирательных бюллетеней	25555	802	248	413	144	337	295	232	161	128	263	453	761	274	353	113	564	206	273	484	320	202	213	209	177	277	1082	319	186	477	142	518	184	250	295	381	550	348	150	362	247	211	271	1271	1044	1306	1674	1010	886	848	1068	1069	1504									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
13	Бабурин Сергей Николаевич	57	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	1	0	1	0	1	3	3	7	1	3	5	1	3	5	2									
		0.22%	0.12%	0.81%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.88%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.62%	0.00%	0.77%	0.00%	0.00%	0.34%	0.00%	0.00%	0.29%	0.67%	0.00%	0.40%	0.00%	0.34%	0.23%	0.28%	0.54%	0.06%	0.29%	0.56%	0.12%	0.28%	0.47%	0.13%									
14	Грудинин Павел Николаевич	1212	8	1	12	4	3	3	2	4	3	6	4	44	7	2	2	63	4	15	32	11	6	1	5	2	0	1	7	4	27	10	19	11	6	2	9	6	3	2	10	9	3	6	88	82	90	145	77	74	40	29	153	55									
		4.71%	0.99%	0.40%	2.91%	2.78%	0.89%	1.02%	0.86%	2.48%	2.34%	2.28%	0.88%	5.74%	2.55%	0.57%	1.77%	11.03%	1.94%	5.49%	6.61%	3.19%	2.96%	0.47%	2.39%	1.13%	0.00%	0.09%	2.19%	2.15%	5.61%	6.85%	3.67%	5.98%	2.36%	0.67%	2.36%	1.09%	0.86%	1.33%	2.67%	3.64%	1.42%	2.06%	6.86%	7.77%	6.89%	8.61%	7.55%	8.26%	4.72%	2.70%	14.31%	3.66%									
15	Жириновский Владимир Вольфович	947	7	6	7	6	3	2	1	2	3	7	6	45	22	5	2	39	0	5	0	4	6	2	1	3	3	5	9	1	8	6	12	11	10	2	25	10	4	1	10	7	3	9	93	65	50	70	34	45	38	87	100	45									
		3.68%	0.87%	2.42%	1.69%	4.17%	0.89%	0.68%	0.43%	1.24%	2.34%	2.66%	1.32%	5.87%	8.03%	1.42%	1.77%	6.83%	0.00%	1.83%	0.00%	1.16%	2.96%	0.94%	0.48%	1.69%	1.08%	0.46%	2.82%	0.54%	1.66%	4.11%	2.32%	5.98%	3.94%	0.67%	6.56%	1.82%	1.15%	0.67%	2.67%	2.83%	1.42%	3.09%	7.25%	6.16%	3.83%	4.16%	3.33%	5.02%	4.48%	8.09%	9.35%	2.99%									
16	Путин Владимир Владимирович	23095	782	238	392	133	331	290	227	154	119	250	434	660	241	345	108	439	200	252	452	305	189	210	203	172	274	1074	303	181	433	124	479	160	232	289	344	530	339	146	341	229	205	253	1083	875	1142	1433	877	731	766	936	801	1389									
		89.84%	97.51%	95.97%	94.92%	92.36%	98.22%	98.31%	97.84%	95.65%	92.97%	95.06%	95.38%	86.05%	87.96%	97.73%	95.58%	76.88%	97.09%	92.31%	93.39%	88.41%	93.10%	98.59%	97.13%	97.18%	98.92%	98.80%	94.98%	97.31%	90.02%	84.93%	92.47%	86.96%	91.34%	97.31%	90.29%	96.36%	97.41%	97.33%	91.18%	92.71%	97.16%	86.94%	84.41%	82.94%	87.44%	85.10%	85.98%	81.58%	90.33%	86.99%	74.93%	92.35%									
17	Собчак Ксения Анатольевна	98	1	0	1	0	0	0	1	1	2	0	4	5	1	1	0	9	1	0	0	0	1	0	0	0	0	0	0	0	1	2	2	1	2	0	1	1	0	0	0	0	0	0	2	4	4	9	9	16	2	8	2	4									
		0.38%	0.12%	0.00%	0.24%	0.00%	0.00%	0.00%	0.43%	0.62%	1.56%	0.00%	0.88%	0.65%	0.36%	0.28%	0.00%	1.58%	0.49%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	1.37%	0.39%	0.54%	0.79%	0.00%	0.26%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.38%	0.31%	0.53%	0.88%	1.79%	0.24%	0.74%	0.19%	0.27%									
18	Сурайкин Максим Александрович	63	1	0	0	0	0	0	1	0	1	0	2	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	2	1	5	7	8	4	6	1	2	4	4									
		0.25%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.78%	0.00%	0.44%	0.65%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.54%	0.00%	0.34%	0.26%	0.18%	0.29%	0.00%	0.00%	0.00%	0.00%	0.69%	0.08%	0.47%	0.54%	0.48%	0.39%	0.67%	0.12%	0.19%	0.37%	0.27%									
19	Титов Борис Юрьевич	51	1	1	1	0	0	0	0	0	0	0	2	1	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	9	4	3	3	4	0	2	2	4									
		0.20%	0.12%	0.40%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.13%	0.36%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.62%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.31%	0.18%	0.29%	0.45%	0.00%	0.19%	0.19%	0.27%									
20	Явлинский Григорий Алексеевич	32	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	2	5	3	5	0	1	2	1									
		0.12%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.13%	0.36%	0.00%	0.88%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.18%	0.00%	0.00%	0.27%	0.40%	0.00%	0.00%	0.08%	0.09%	0.15%	0.30%	0.29%	0.56%	0.00%	0.09%	0.19%	0.07%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
