Выборы Президента Российской Федерации																																							
Дата голосования: 18.03.2018																																							
																																							
"Наименование Избирательной комиссии:    Архангельск, Ломоносовская"																																							
																																							
Сводная таблица итогов голосования																																							
																																							
	Число участковых избирательных комиссий	28																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	28																																					
																																							
		Сумма	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №50									
1	"Число избирателей, включенных в список избирателей"	53356	1216	2319	2123	2507	2533	1841	1931	2395	1401	1876	2033	1582	2464	2194	1888	2189	2102	2207	2366	2146	2329	1943	2479	2544	2502	90	104	52									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	53771	1270	2350	2250	2500	2550	1800	1900	2350	1450	1850	2000	1550	2450	2250	1950	2150	2050	2200	2400	2150	2350	2050	2500	2550	2650	92	105	54									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	31277	799	1280	1183	1529	1526	978	1145	1326	946	1077	1100	907	1251	1285	979	1361	1324	1223	1462	1383	1467	1215	1519	1381	1468	39	103	21									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	671	5	27	27	34	24	16	31	20	5	21	19	10	29	9	51	20	37	20	19	43	19	19	39	22	23	51	0	31									
6	Число погашенных избирательных бюллетеней	21823	466	1043	1040	937	1000	806	724	1004	499	752	881	633	1170	956	920	769	689	957	919	724	864	816	942	1147	1159	2	2	2									
7	Число избирательных бюллетеней в переносных ящиках для голосования	670	5	27	27	34	24	16	31	20	5	21	19	10	29	9	51	20	37	20	18	43	19	19	39	22	23	51	0	31									
8	Число бюллетеней в стационарных ящиках для голосования	31265	799	1280	1182	1529	1526	978	1145	1326	946	1076	1100	906	1251	1285	978	1357	1324	1222	1462	1382	1466	1215	1518	1381	1468	39	103	21									
9	Число недействительных избирательных бюллетеней	277	7	13	5	17	37	11	7	11	8	6	10	2	18	7	7	11	9	13	12	14	6	10	14	9	8	0	4	1									
10	Число действительных избирательных бюллетеней	31658	797	1294	1204	1546	1513	983	1169	1335	943	1091	1109	914	1262	1287	1022	1366	1352	1229	1468	1411	1479	1224	1543	1394	1483	90	99	51									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
13	Бабурин Сергей Николаевич	325	4	14	7	20	15	13	18	16	6	14	10	6	12	13	8	13	11	20	18	17	20	12	14	12	11	1	0	0									
		1.02%	0.50%	1.07%	0.58%	1.28%	0.97%	1.31%	1.53%	1.19%	0.63%	1.28%	0.89%	0.66%	0.94%	1.00%	0.78%	0.94%	0.81%	1.61%	1.22%	1.19%	1.35%	0.97%	0.90%	0.86%	0.74%	1.11%	0.00%	0.00%									
14	Грудинин Павел Николаевич	3448	118	133	154	181	149	108	135	161	86	110	120	87	127	158	93	163	134	124	170	149	148	117	203	141	162	9	7	1									
