Выборы Президента Российской Федерации																																																	
Дата голосования: 18.03.2018																																																	
																																																	
Наименование Избирательной комиссии:    Ишимская городская																																																	
																																																	
Сводная таблица итогов голосования																																																	
																																																	
	Число участковых избирательных комиссий	38																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	38																																															
																																																	
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1136	УИК №1137	УИК №1138	УИК №1139									
1	"Число избирателей, включенных в список избирателей"	47523	1825	998	1104	1370	1409	1044	1246	902	1134	1080	1146	870	1312	1282	861	966	906	938	970	1152	1276	2016	1083	1174	1317	1314	971	1149	1237	1861	1379	1263	983	2243	861	1714	1852	1315									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47476	1875	1000	1092	1379	1382	1030	1250	892	1150	1048	1134	885	1324	1283	862	917	924	946	968	1168	1226	2033	1086	1177	1291	1359	953	1134	1180	1874	1396	1268	998	2280	853	1714	1799	1346									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	36307	1586	650	968	889	883	908	974	810	930	703	770	686	1065	873	602	777	756	800	841	785	1079	1336	855	1004	926	994	843	941	946	1355	1092	1020	784	1916	500	1116	1225	1119									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2288	47	55	34	62	57	27	22	75	36	57	44	53	49	49	29	17	18	23	29	24	41	85	78	49	31	42	21	33	44	38	80	41	32	48	197	166	420	35									
6	Число погашенных избирательных бюллетеней	8881	242	295	90	428	442	95	254	7	184	288	320	146	210	361	231	123	150	123	98	359	106	612	153	124	334	323	89	160	190	481	224	207	182	316	156	432	154	192									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2288	47	55	34	62	57	27	22	75	36	57	44	53	49	49	29	17	18	23	29	24	41	85	78	49	31	42	21	33	44	38	80	41	32	48	197	166	420	35									
8	Число бюллетеней в стационарных ящиках для голосования	36287	1586	650	968	889	883	908	972	810	930	702	770	686	1065	873	602	777	756	800	839	783	1079	1336	855	1004	926	994	843	941	946	1353	1092	1020	784	1916	498	1116	1216	1119									
9	Число недействительных избирательных бюллетеней	265	21	12	4	4	6	7	3	5	3	6	9	4	5	9	2	8	0	8	10	10	4	16	2	6	9	4	3	0	0	7	12	3	4	24	8	13	14	0									
10	Число действительных избирательных бюллетеней	38310	1612	693	998	947	934	928	991	880	963	753	805	735	1109	913	629	786	774	815	858	797	1116	1405	931	1047	948	1032	861	974	990	1384	1160	1058	812	1940	687	1269	1622	1154									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
13	Бабурин Сергей Николаевич	252	7	6	3	6	2	5	3	3	2	7	3	4	15	8	3	4	21	3	4	8	28	12	2	3	2	7	1	4	2	7	5	6	4	26	4	2	8	12									
		0.65%	0.43%	0.85%	0.30%	0.63%	0.21%	0.53%	0.30%	0.34%	0.21%	0.92%	0.37%	0.54%	1.35%	0.87%	0.48%	0.50%	2.71%	0.36%	0.46%	0.99%	2.50%	0.84%	0.21%	0.28%	0.21%	0.68%	0.12%	0.41%	0.20%	0.50%	0.43%	0.57%	0.49%	1.32%	0.58%	0.16%	0.49%	1.04%									
14	Грудинин Павел Николаевич	2467	109	9	79	42	51	33	42	29	47	106	109	68	47	131	15	51	64	82	43	27	103	207	78	47	80	51	26	66	30	44	67	36	44	160	66	76	72	30									
		6.40%	6.67%	1.28%	7.88%	4.42%	5.43%	3.53%	4.23%	3.28%	4.87%	13.97%	13.39%	9.20%	4.22%	14.21%	2.38%	6.42%	8.27%	9.96%	4.95%	3.35%	9.20%	14.57%	8.36%	4.46%	8.36%	4.92%	3.01%	6.78%	3.03%	3.16%	5.72%	3.39%	5.39%	8.15%	9.50%	5.93%	4.40%	2.60%									
15	Жириновский Владимир Вольфович	2595	152	47	55	79	42	39	51	59	52	84	77	65	59	87	31	43	38	38	55	30	14	152	61	35	37	53	56	60	44	102	70	53	47	221	50	132	192	33									
		6.73%	9.31%	6.67%	5.49%	8.31%	4.47%	4.17%	5.13%	6.67%	5.38%	11.07%	9.46%	8.80%	5.30%	9.44%	4.91%	5.42%	4.91%	4.62%	6.34%	3.72%	1.25%	10.70%	6.54%	3.32%	3.87%	5.12%	6.48%	6.16%	4.44%	7.33%	5.97%	4.99%	5.76%	11.25%	7.19%	10.30%	11.74%	2.86%									
16	Путин Владимир Владимирович	32086	1309	608	845	805	793	836	876	779	852	538	593	592	918	658	568	667	620	683	731	699	916	993	774	954	801	885	761	830	901	1210	996	956	706	1506	554	1049	1318	1006									
		83.18%	80.16%	86.24%	84.33%	84.65%	84.36%	89.41%	88.13%	88.02%	88.20%	70.88%	72.85%	80.11%	82.41%	71.37%	90.02%	84.01%	80.10%	82.99%	84.22%	86.62%	81.79%	69.88%	82.96%	90.60%	83.70%	85.42%	88.08%	85.22%	91.01%	86.99%	84.98%	90.10%	86.52%	76.68%	79.71%	81.83%	80.56%	87.18%									
17	Собчак Ксения Анатольевна	288	11	5	4	3	24	4	4	5	4	7	11	5	23	13	4	6	7	2	8	11	6	12	2	2	6	12	6	3	6	12	8	3	1	6	3	1	12	26									
		0.75%	0.67%	0.71%	0.40%	0.32%	2.55%	0.43%	0.40%	0.56%	0.41%	0.92%	1.35%	0.68%	2.06%	1.41%	0.63%	0.76%	0.90%	0.24%	0.92%	1.36%	0.54%	0.84%	0.21%	0.19%	0.63%	1.16%	0.69%	0.31%	0.61%	0.86%	0.68%	0.28%	0.12%	0.31%	0.43%	0.08%	0.73%	2.25%									
18	Сурайкин Максим Александрович	242	6	4	3	5	14	9	5	2	1	4	3	0	20	4	1	3	8	3	4	7	28	11	5	3	4	5	5	3	5	5	7	2	5	15	5	4	14	10									
		0.63%	0.37%	0.57%	0.30%	0.53%	1.49%	0.96%	0.50%	0.23%	0.10%	0.53%	0.37%	0.00%	1.80%	0.43%	0.16%	0.38%	1.03%	0.36%	0.46%	0.87%	2.50%	0.77%	0.54%	0.28%	0.42%	0.48%	0.58%	0.31%	0.51%	0.36%	0.60%	0.19%	0.61%	0.76%	0.72%	0.31%	0.86%	0.87%									
19	Титов Борис Юрьевич	180	9	6	4	6	0	2	4	0	2	2	3	0	21	6	4	5	9	2	6	5	12	7	5	2	7	8	3	4	2	2	4	1	4	4	3	3	4	9									
		0.47%	0.55%	0.85%	0.40%	0.63%	0.00%	0.21%	0.40%	0.00%	0.21%	0.26%	0.37%	0.00%	1.89%	0.65%	0.63%	0.63%	1.16%	0.24%	0.69%	0.62%	1.07%	0.49%	0.54%	0.19%	0.73%	0.77%	0.35%	0.41%	0.20%	0.14%	0.34%	0.09%	0.49%	0.20%	0.43%	0.23%	0.24%	0.78%									
20	Явлинский Григорий Алексеевич	200	9	8	5	1	8	0	6	3	3	5	6	1	6	6	3	7	7	2	7	10	9	11	4	1	11	11	3	4	0	2	3	1	1	2	2	2	2	28									
		0.52%	0.55%	1.13%	0.50%	0.11%	0.85%	0.00%	0.60%	0.34%	0.31%	0.66%	0.74%	0.14%	0.54%	0.65%	0.48%	0.88%	0.90%	0.24%	0.81%	1.24%	0.80%	0.77%	0.43%	0.09%	1.15%	1.06%	0.35%	0.41%	0.00%	0.14%	0.26%	0.09%	0.12%	0.10%	0.29%	0.16%	0.12%	2.43%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
