Выборы Президента Российской Федерации																																																									
Дата голосования: 18.03.2018																																																									
																																																									
Наименование Избирательной комиссии:    Константиновская																																																									
																																																									
Сводная таблица итогов голосования																																																									
																																																									
	Число участковых избирательных комиссий	46																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	46																																																							
																																																									
		Сумма	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949									
1	"Число избирателей, включенных в список избирателей"	25040	982	1029	1024	1003	1000	973	963	1101	212	373	245	1004	977	973	972	956	1049	358	242	333	327	347	291	366	760	91	311	78	70	1308	1250	485	420	87	111	186	325	378	254	353	253	117	140	463	277	223									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25175	1000	1030	1000	1000	980	990	980	1100	200	380	240	1000	1000	1000	1000	970	1060	360	240	340	330	350	290	370	760	90	320	80	65	1300	1280	480	430	80	100	180	330	380	270	350	250	110	140	470	270	230									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15103	591	548	518	515	564	516	578	602	105	250	154	566	481	531	495	475	559	281	182	266	197	256	218	283	634	72	219	68	42	719	702	352	303	70	89	147	221	306	155	255	182	80	85	317	191	163									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1593	22	39	56	44	31	44	32	29	40	43	15	30	33	30	45	43	10	25	23	35	28	11	44	43	56	10	27	2	8	119	69	86	34	7	6	6	27	46	35	50	16	25	36	77	34	22									
6	Число погашенных избирательных бюллетеней	8479	387	443	426	441	385	430	370	469	55	87	71	404	486	439	460	452	491	54	35	39	105	83	28	44	70	8	74	10	15	462	509	42	93	3	5	27	82	28	80	45	52	5	19	76	45	45									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1593	22	39	56	44	31	44	32	29	40	43	15	30	33	30	45	43	10	25	23	35	28	11	44	43	56	10	27	2	8	119	69	86	34	7	6	6	27	46	35	50	16	25	36	77	34	22									
8	Число бюллетеней в стационарных ящиках для голосования	15103	591	548	518	515	564	516	578	602	105	250	154	566	481	531	495	475	559	281	182	266	197	256	218	283	634	72	219	68	42	719	702	352	303	70	89	147	221	306	155	255	182	80	85	317	191	163									
9	Число недействительных избирательных бюллетеней	131	0	6	7	5	5	6	10	11	0	5	0	14	1	2	7	4	9	4	2	1	2	0	0	1	2	0	2	0	0	8	5	1	1	0	0	0	0	6	0	0	1	0	0	2	0	1									
10	Число действительных избирательных бюллетеней	16565	613	581	567	554	590	554	600	620	145	288	169	582	513	559	533	514	560	302	203	300	223	267	262	325	688	82	244	70	50	830	766	437	336	77	95	153	248	346	190	305	197	105	121	392	225	184									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																									
13	Бабурин Сергей Николаевич	108	3	2	2	3	6	4	6	3	0	2	1	4	3	5	16	5	0	3	1	1	2	1	0	4	2	0	0	0	0	8	8	1	2	1	0	1	1	2	2	1	0	0	0	1	0	1									
		0.65%	0.49%	0.34%	0.35%	0.54%	1.01%	0.71%	0.98%	0.48%	0.00%	0.68%	0.59%	0.67%	0.58%	0.89%	2.96%	0.97%	0.00%	0.98%	0.49%	0.33%	0.89%	0.37%	0.00%	1.23%	0.29%	0.00%	0.00%	0.00%	0.00%	0.95%	1.04%	0.23%	0.59%	1.30%	0.00%	0.65%	0.40%	0.57%	1.05%	0.33%	0.00%	0.00%	0.00%	0.25%	0.00%	0.54%									
14	Грудинин Павел Николаевич	1797	63	82	79	79	76	88	70	83	5	24	19	85	86	108	77	83	75	13	23	48	15	21	31	26	28	4	22	2	4	61	67	53	15	4	7	4	20	11	14	21	14	10	12	40	5	20									
		10.76%	10.28%	13.97%	13.76%	14.13%	12.77%	15.71%	11.48%	13.15%	3.45%	8.19%	11.24%	14.26%	16.73%	19.25%	14.26%	16.02%	13.18%	4.25%	11.22%	15.95%	6.67%	7.87%	11.83%	7.98%	4.06%	4.88%	8.94%	2.86%	8.00%	7.28%	8.69%	12.10%	4.45%	5.19%	7.37%	2.61%	8.06%	3.13%	7.37%	6.89%	7.07%	9.52%	9.92%	10.15%	2.22%	10.81%									
15	Жириновский Владимир Вольфович	1042	32	37	36	44	40	33	44	49	8	16	11	43	32	31	29	50	56	7	10	16	14	22	7	18	50	5	20	3	4	44	38	25	33	1	6	8	21	12	19	10	5	9	9	16	9	10									
		6.24%	5.22%	6.30%	6.27%	7.87%	6.72%	5.89%	7.21%	7.77%	5.52%	5.46%	6.51%	7.21%	6.23%	5.53%	5.37%	9.65%	9.84%	2.29%	4.88%	5.32%	6.22%	8.24%	2.67%	5.52%	7.25%	6.10%	8.13%	4.29%	8.00%	5.25%	4.93%	5.71%	9.79%	1.30%	6.32%	5.23%	8.47%	3.41%	10.00%	3.28%	2.53%	8.57%	7.44%	4.06%	4.00%	5.41%									
16	Путин Владимир Владимирович	13276	502	446	422	416	447	416	469	470	130	241	133	441	375	402	390	354	416	274	165	229	190	214	223	271	601	73	199	64	41	705	640	354	282	71	81	140	200	320	153	268	177	84	98	328	210	151									
		79.52%	81.89%	75.98%	73.52%	74.42%	75.13%	74.29%	76.89%	74.48%	89.66%	82.25%	78.70%	73.99%	72.96%	71.66%	72.22%	68.34%	73.11%	89.54%	80.49%	76.08%	84.44%	80.15%	85.11%	83.13%	87.10%	89.02%	80.89%	91.43%	82.00%	84.13%	83.01%	80.82%	83.68%	92.21%	85.26%	91.50%	80.65%	90.91%	80.53%	87.87%	89.39%	80.00%	80.99%	83.25%	93.33%	81.62%									
17	Собчак Ксения Анатольевна	104	4	2	12	4	8	3	3	4	0	2	0	3	7	4	4	7	2	4	2	0	2	7	0	0	4	0	2	1	0	2	1	1	1	0	0	0	2	0	0	0	1	1	1	3	0	0									
