Выборы Президента Российской Федерации																																																																	
Дата голосования: 18.03.2018																																																																	
																																																																	
Наименование Избирательной комиссии:    Кизлярская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																															
																																																																	
		Сумма	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798									
1	"Число избирателей, включенных в список избирателей"	44473	2342	388	1480	216	1367	1558	421	1203	187	1234	255	291	1451	1000	353	721	479	284	1627	1279	1329	243	254	647	1492	1271	733	1088	617	1414	157	916	1136	620	488	1213	954	601	323	480	501	383	575	1428	93	420	421	2348	401	1466	310	508	988	519									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44484	2297	383	1524	231	1391	1565	416	1175	176	1234	273	289	1451	994	353	702	485	287	1656	1286	1186	227	254	595	1474	1271	738	1102	627	1414	157	915	1137	620	559	1213	889	557	325	410	501	383	575	1711	123	383	421	2330	406	1466	310	515	1001	521									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	37293	2143	383	1357	215	1350	1511	400	1037	96	1186	255	280	1356	304	279	640	439	238	1519	1237	1041	200	186	434	516	910	646	747	581	1357	152	732	1073	562	486	1154	818	341	203	368	359	356	558	1428	93	286	373	1962	351	852	188	351	895	509									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	475	12	0	32	1	0	0	0	12	2	0	0	0	15	3	0	9	0	0	37	10	46	0	0	84	39	5	4	0	0	0	0	0	0	4	2	0	0	23	7	17	7	8	0	0	0	0	4	9	0	23	0	29	31	0									
6	Число погашенных избирательных бюллетеней	6713	142	0	135	15	41	54	16	126	78	45	18	9	80	687	74	53	46	49	100	39	99	27	68	77	919	356	88	355	46	57	5	183	64	54	71	59	71	193	115	25	135	19	17	283	30	97	44	359	55	591	122	135	75	12									
7	Число избирательных бюллетеней в переносных ящиках для голосования	475	12	0	32	1	0	0	0	12	2	0	0	0	15	3	0	9	0	0	37	10	46	0	0	84	39	5	4	0	0	0	0	0	0	4	2	0	0	23	7	17	7	8	0	0	0	0	4	9	0	23	0	29	31	0									
8	Число бюллетеней в стационарных ящиках для голосования	37293	2143	383	1357	215	1350	1511	400	1037	96	1186	255	280	1356	304	279	640	439	238	1519	1237	1041	200	186	434	516	910	646	747	581	1357	152	732	1073	562	486	1154	818	341	203	368	359	356	558	1428	93	286	373	1962	351	852	188	351	895	509									
9	Число недействительных избирательных бюллетеней	263	8	0	10	0	0	0	1	1	0	3	0	0	20	6	2	0	2	0	0	2	3	1	3	2	3	2	3	7	0	3	1	4	0	5	4	6	33	4	1	0	2	0	3	0	0	20	4	10	0	45	0	35	4	0									
10	Число действительных избирательных бюллетеней	37505	2147	383	1379	216	1350	1511	399	1048	98	1183	255	280	1351	301	277	649	437	238	1556	1245	1084	199	183	516	552	913	647	740	581	1354	151	728	1073	561	484	1148	785	360	209	385	364	364	555	1428	93	266	373	1961	351	830	188	345	922	509									
11	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
13	Бабурин Сергей Николаевич	44	0	0	2	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	2	0	0	1	5	0	1	0	1	4	2	0	2	0	4	3	0	2	0	0	0	0	0	1	0	1									
