Выборы Президента Российской Федерации																																																																	
Дата голосования: 18.03.2018																																																																	
																																																																	
Наименование Избирательной комиссии:    Волховская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																															
																																																																	
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114									
1	"Число избирателей, включенных в список избирателей"	66838	1563	1850	1101	2396	2009	1969	2417	2154	2883	1160	344	2468	2226	1405	1324	1960	1673	1907	2221	2688	1385	1313	1291	1417	1512	728	616	198	675	796	386	117	146	977	277	2197	1062	1163	701	715	866	573	701	710	1071	1499	1232	1200	930	1126	457	220	331	532									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65960	1500	1800	1100	2400	1900	1900	2400	2100	2900	1200	340	2400	2200	1300	1300	1900	1600	1900	2200	2600	1300	1300	1200	1400	1500	700	600	180	650	800	390	130	140	980	240	2100	1100	1100	730	800	880	610	730	740	1100	1600	1300	1200	980	1000	440	260	350	490									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	38340	780	1153	645	1219	1229	1068	1404	1176	1765	374	163	1289	1379	808	801	1226	1028	1142	1442	1683	677	693	745	801	779	422	310	107	291	294	188	52	58	608	149	1511	675	571	389	438	509	361	406	371	675	937	807	624	522	686	236	208	203	263									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3931	250	180	196	53	54	54	50	67	48	183	39	81	38	69	46	35	34	57	31	34	64	21	32	61	50	59	47	31	115	126	59	39	46	69	15	311	126	155	106	87	98	38	20	58	92	88	57	90	22	30	37	0	30	53									
6	Число погашенных избирательных бюллетеней	23689	470	467	259	1128	617	778	946	857	1087	643	138	1030	783	423	453	639	538	701	727	883	559	586	423	538	671	219	243	42	244	380	143	39	36	303	76	278	299	374	235	275	273	211	304	311	333	575	436	486	436	284	167	52	117	174									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3931	250	180	196	53	54	54	50	67	48	183	39	81	38	69	46	35	34	57	31	34	64	21	32	61	50	59	47	31	115	126	59	39	46	69	15	311	126	155	106	87	98	38	20	58	92	88	57	90	22	30	37	0	30	53									
8	Число бюллетеней в стационарных ящиках для голосования	38321	780	1153	645	1219	1211	1068	1404	1176	1765	374	163	1289	1379	808	801	1226	1028	1142	1442	1683	676	693	745	801	779	422	310	107	291	294	188	52	58	608	149	1511	675	571	389	438	509	361	406	371	675	937	807	624	522	686	236	208	203	263									
9	Число недействительных избирательных бюллетеней	511	8	14	4	10	18	12	16	17	17	6	0	14	17	13	8	10	16	28	23	23	11	8	8	14	9	3	5	0	2	6	0	2	0	9	1	19	5	15	2	5	2	5	3	2	13	17	23	7	8	14	6	6	3	4									
10	Число действительных избирательных бюллетеней	41741	1022	1319	837	1262	1247	1110	1438	1226	1796	551	202	1356	1400	864	839	1251	1046	1171	1450	1694	729	706	769	848	820	478	352	138	404	414	247	89	104	668	163	1803	796	711	493	520	605	394	423	427	754	1008	841	707	536	702	267	202	230	312									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
13	Бабурин Сергей Николаевич	295	8	6	3	13	7	7	7	11	10	7	0	7	11	2	9	9	9	11	5	10	8	6	10	10	5	3	3	0	2	2	1	1	0	2	0	5	6	3	5	9	5	2	3	4	4	8	6	15	1	5	1	2	2	4									
