Выборы Президента Российской Федерации																																																				
Дата голосования: 18.03.2018																																																				
																																																				
Наименование Избирательной комиссии:    Онежская																																																				
																																																				
Сводная таблица итогов голосования																																																				
																																																				
	Число участковых избирательных комиссий	41																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	41																																																		
																																																				
		Сумма	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660									
1	"Число избирателей, включенных в список избирателей"	25929	2654	2424	2144	2183	1688	1597	1521	985	227	1055	468	328	238	432	245	349	410	129	67	330	202	115	290	142	156	535	231	75	1420	199	180	317	192	454	227	141	218	260	260	239	602									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26700	2700	2460	2240	2290	1750	1660	1590	1050	230	1110	480	330	240	450	260	370	400	120	70	340	200	110	300	150	150	550	240	70	1490	190	180	320	200	470	220	120	210	270	270	230	620									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	268	0	0	0	0	0	0	0	0	0	0	0	0	40	8	0	42	0	16	0	20	33	0	30	0	0	24	0	0	0	3	0	1	0	0	0	0	44	0	7	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12254	1365	1395	1154	1088	830	788	836	426	111	380	174	152	64	216	96	134	179	54	30	111	80	43	104	48	55	220	110	37	630	88	95	150	57	220	108	74	78	78	91	82	223									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	862	111	46	37	51	21	27	23	44	6	89	51	11	8	13	13	14	25	0	2	17	11	5	11	23	22	19	6	4	36	4	9	20	15	10	7	3	9	7	2	8	22									
6	Число погашенных избирательных бюллетеней	13316	1224	1019	1049	1151	899	845	731	580	113	641	255	167	128	213	151	180	196	50	38	192	76	62	155	79	73	287	124	29	824	95	76	149	128	240	105	43	79	185	170	140	375									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1130	111	46	37	51	21	27	23	44	6	89	51	11	48	21	13	56	25	16	2	37	44	5	41	23	22	43	6	4	36	7	9	21	15	10	7	3	53	7	9	8	22									
8	Число бюллетеней в стационарных ящиках для голосования	12252	1365	1394	1154	1088	830	788	835	426	111	380	174	152	64	216	96	134	179	54	30	111	80	43	104	48	55	220	110	37	630	88	95	150	57	220	108	74	78	78	91	82	223									
9	Число недействительных избирательных бюллетеней	119	18	12	11	9	8	9	11	5	0	9	0	1	0	2	0	1	2	0	0	0	0	0	1	3	0	3	0	0	7	1	0	0	1	0	1	0	1	2	0	0	1									
10	Число действительных избирательных бюллетеней	13263	1458	1428	1180	1130	843	806	847	465	117	460	225	162	112	235	109	189	202	70	32	148	124	48	144	68	77	260	116	41	659	94	104	171	71	230	114	77	130	83	100	90	244									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
13	Бабурин Сергей Николаевич	123	12	21	12	13	5	8	5	5	0	5	2	2	1	3	0	0	1	0	0	2	1	0	1	0	0	1	1	0	10	0	0	0	0	5	1	0	1	0	0	2	3									
		0.92%	0.81%	1.46%	1.01%	1.14%	0.59%	0.98%	0.58%	1.06%	0.00%	1.07%	0.89%	1.23%	0.89%	1.27%	0.00%	0.00%	0.49%	0.00%	0.00%	1.35%	0.81%	0.00%	0.69%	0.00%	0.00%	0.38%	0.86%	0.00%	1.50%	0.00%	0.00%	0.00%	0.00%	2.17%	0.87%	0.00%	0.76%	0.00%	0.00%	2.22%	1.22%									
14	Грудинин Павел Николаевич	1077	171	144	127	92	78	78	86	32	1	20	12	3	4	12	4	13	6	4	1	4	2	3	0	3	5	12	3	7	63	0	1	18	6	27	12	1	3	2	2	2	13									
		8.05%	11.59%	10.00%	10.66%	8.08%	9.17%	9.57%	10.02%	6.81%	0.85%	4.26%	5.33%	1.84%	3.57%	5.06%	3.67%	6.84%	2.94%	5.71%	3.13%	2.70%	1.61%	6.25%	0.00%	4.23%	6.49%	4.56%	2.59%	17.07%	9.46%	0.00%	0.96%	10.53%	8.33%	11.74%	10.43%	1.30%	2.29%	2.35%	2.00%	2.22%	5.31%									
15	Жириновский Владимир Вольфович	1563	160	132	115	151	112	111	107	60	15	74	37	14	16	39	8	23	35	8	5	8	11	3	9	11	11	32	18	4	70	12	12	16	14	35	6	8	19	9	2	8	23									
		11.68%	10.84%	9.17%	9.66%	13.26%	13.16%	13.62%	12.47%	12.77%	12.82%	15.78%	16.44%	8.59%	14.29%	16.46%	7.34%	12.11%	17.16%	11.43%	15.63%	5.41%	8.87%	6.25%	6.21%	15.49%	14.29%	12.17%	15.52%	9.76%	10.51%	12.63%	11.54%	9.36%	19.44%	15.22%	5.22%	10.39%	14.50%	10.59%	2.00%	8.89%	9.39%									
16	Путин Владимир Владимирович	10053	1055	1061	873	819	621	586	620	360	100	347	169	139	88	175	96	148	153	54	25	133	106	38	129	51	60	209	93	30	498	80	88	134	51	161	89	67	105	72	95	74	201									
