Выборы Президента Российской Федерации																																																																	
Дата голосования: 18.03.2018																																																																	
																																																																	
Наименование Избирательной комиссии:    Канская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																															
																																																																	
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №2269									
1	"Число избирателей, включенных в список избирателей"	17706	1107	91	114	160	184	47	528	166	132	341	1075	212	828	148	113	133	433	37	87	596	23	40	125	546	54	64	173	67	126	318	83	236	88	628	264	93	228	70	193	877	103	1894	201	201	289	664	302	151	282	200	158	193	2133	107									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17111	1059	109	127	147	168	64	505	136	116	312	989	200	824	143	113	129	421	55	103	582	55	56	119	540	71	82	174	86	110	288	95	200	98	583	247	112	200	85	175	778	117	1887	193	199	268	668	280	123	249	179	147	187	2029	129									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10220	498	39	84	118	124	38	323	115	91	252	612	132	469	64	61	96	287	26	56	363	23	30	75	253	28	33	115	37	72	241	62	156	44	394	198	75	133	54	137	533	43	996	104	122	141	326	219	106	155	91	70	88	1152	66									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	486	14	5	8	9	1	0	6	4	4	6	25	6	28	0	1	2	24	0	4	18	0	2	4	18	0	2	7	0	6	14	10	15	6	18	2	0	14	0	0	8	0	40	0	1	8	44	1	0	6	1	2	7	81	4									
6	Число погашенных избирательных бюллетеней	6405	547	65	35	20	43	26	176	17	21	54	352	62	327	79	51	31	110	29	43	201	32	24	40	269	43	47	52	49	32	33	23	29	48	171	47	37	53	31	38	237	74	851	89	76	119	298	60	17	88	87	75	92	796	59									
7	Число избирательных бюллетеней в переносных ящиках для голосования	486	14	5	8	9	1	0	6	4	4	6	25	6	28	0	1	2	24	0	4	18	0	2	4	18	0	2	7	0	6	14	10	15	6	18	2	0	14	0	0	8	0	40	0	1	8	44	1	0	6	1	2	7	81	4									
8	Число бюллетеней в стационарных ящиках для голосования	10220	498	39	84	118	124	38	323	115	91	252	612	132	469	64	61	96	287	26	56	363	23	30	75	253	28	33	115	37	72	241	62	156	44	394	198	75	133	54	137	533	43	996	104	122	141	326	219	106	155	91	70	88	1152	66									
9	Число недействительных избирательных бюллетеней	125	8	1	2	0	1	0	7	1	1	2	11	1	8	0	0	0	3	0	0	3	0	3	2	1	0	0	3	0	0	1	0	1	0	4	0	1	3	0	0	9	1	14	1	1	0	2	2	0	5	0	0	0	22	0									
10	Число действительных избирательных бюллетеней	10581	504	43	90	127	124	38	322	118	94	256	626	137	489	64	62	98	308	26	60	378	23	29	77	270	28	35	119	37	78	254	72	170	50	408	200	74	144	54	137	532	42	1022	103	122	149	368	218	106	156	92	72	95	1211	70									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
13	Бабурин Сергей Николаевич	56	3	1	0	1	0	0	0	3	1	1	3	1	3	1	0	0	1	0	0	2	0	0	0	1	0	0	4	0	2	4	0	1	1	1	1	0	0	0	0	2	0	1	0	0	0	8	1	1	2	0	1	1	2	1									
