Выборы Президента Российской Федерации																																																		
Дата голосования: 18.03.2018																																																		
																																																		
Наименование Избирательной комиссии:    Магарамкентская																																																		
																																																		
Сводная таблица итогов голосования																																																		
																																																		
	Число участковых избирательных комиссий	39																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	39																																																
																																																		
		Сумма	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997									
1	"Число избирателей, включенных в список избирателей"	39827	211	73	1155	711	655	410	1560	1800	1525	1690	1550	273	1757	1300	1000	1267	1752	1304	1200	1058	1068	2017	347	212	630	821	343	900	1400	1460	586	800	914	1030	1005	1125	1310	1308	300									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39410	215	75	1150	720	650	400	1560	1800	1520	1690	1550	270	1750	1300	1000	1250	1750	1300	1200	1000	1000	2000	330	200	630	860	300	900	1400	1460	580	800	900	900	1000	1100	1300	1300	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	37218	211	71	1102	420	614	380	1460	1764	1493	1642	1493	264	1461	1150	937	1225	1715	1274	1176	957	961	1958	321	195	608	821	166	688	1360	1428	540	784	878	881	941	1052	1273	1262	292									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	98	0	2	0	0	0	0	30	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	1	28	0	1	0	1	0	0	0	0									
6	Число погашенных избирательных бюллетеней	2074	4	2	48	300	36	20	70	36	25	48	31	6	289	150	63	25	35	26	24	43	39	42	9	5	17	39	134	212	28	31	12	16	21	19	48	48	27	38	8									
7	Число избирательных бюллетеней в переносных ящиках для голосования	98	0	2	0	0	0	0	30	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	1	28	0	1	0	1	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	37218	211	71	1102	420	614	380	1460	1764	1493	1642	1493	264	1461	1150	937	1225	1715	1274	1176	957	961	1958	321	195	608	821	166	688	1360	1428	540	784	878	881	941	1052	1273	1262	292									
9	Число недействительных избирательных бюллетеней	132	2	0	0	6	1	0	0	0	2	8	9	0	7	20	2	2	0	0	2	3	0	45	0	0	0	0	0	3	4	0	0	0	11	3	0	0	0	2	0									
10	Число действительных избирательных бюллетеней	37184	209	73	1102	414	613	380	1490	1764	1493	1634	1500	264	1454	1130	935	1223	1715	1274	1174	954	961	1913	321	195	613	821	166	685	1368	1429	568	784	868	878	942	1052	1273	1260	292									
11	Число утраченных избирательных бюллетеней	20	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
13	Бабурин Сергей Николаевич	66	1	0	0	0	0	0	0	0	2	1	15	1	0	1	2	2	1	2	4	0	0	6	1	0	1	0	0	2	2	0	3	0	0	2	0	12	1	1	3									
		0.18%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.06%	0.99%	0.38%	0.00%	0.09%	0.21%	0.16%	0.06%	0.16%	0.34%	0.00%	0.00%	0.31%	0.31%	0.00%	0.16%	0.00%	0.00%	0.29%	0.15%	0.00%	0.53%	0.00%	0.00%	0.23%	0.00%	1.14%	0.08%	0.08%	1.03%									
14	Грудинин Павел Николаевич	4161	55	14	213	100	56	8	124	88	222	107	226	39	325	107	284	45	147	113	47	95	56	89	31	1	60	152	44	50	206	251	47	95	109	84	80	119	120	98	54									
		11.15%	26.07%	19.18%	19.33%	23.81%	9.12%	2.11%	8.32%	4.99%	14.85%	6.52%	14.98%	14.77%	22.25%	9.30%	30.31%	3.67%	8.57%	8.87%	3.99%	9.93%	5.83%	4.55%	9.66%	0.51%	9.79%	18.51%	26.51%	7.27%	15.01%	17.56%	8.27%	12.12%	12.40%	9.53%	8.49%	11.31%	9.43%	7.77%	18.49%									
15	Жириновский Владимир Вольфович	117	2	0	2	0	0	0	2	0	8	8	51	1	4	0	3	4	2	2	0	1	2	3	1	0	0	0	3	0	2	5	0	0	0	3	0	6	2	0	0									
		0.31%	0.95%	0.00%	0.18%	0.00%	0.00%	0.00%	0.13%	0.00%	0.54%	0.49%	3.38%	0.38%	0.27%	0.00%	0.32%	0.33%	0.12%	0.16%	0.00%	0.10%	0.21%	0.15%	0.31%	0.00%	0.00%	0.00%	1.81%	0.00%	0.15%	0.35%	0.00%	0.00%	0.00%	0.34%	0.00%	0.57%	0.16%	0.00%	0.00%									
16	Путин Владимир Владимирович	32388	149	57	884	314	556	370	1357	1659	1252	1499	1113	223	1048	1022	638	1166	1557	1152	1119	853	902	1802	276	193	549	637	114	629	1150	1160	516	683	740	783	858	878	1148	1150	232									
		86.79%	70.62%	78.08%	80.22%	74.76%	90.55%	97.37%	91.07%	94.05%	83.75%	91.29%	73.76%	84.47%	71.73%	88.87%	68.09%	95.18%	90.79%	90.42%	95.15%	89.13%	93.86%	92.03%	85.98%	98.97%	89.56%	77.59%	68.67%	91.42%	83.82%	81.18%	90.85%	87.12%	84.19%	88.88%	91.08%	83.46%	90.18%	91.13%	79.45%									
17	Собчак Ксения Анатольевна	238	2	1	1	0	0	1	3	6	9	11	61	0	63	0	0	2	4	3	3	1	1	4	5	1	2	11	1	0	2	6	0	6	2	4	0	14	1	4	3									
		0.64%	0.95%	1.37%	0.09%	0.00%	0.00%	0.26%	0.20%	0.34%	0.60%	0.67%	4.04%	0.00%	4.31%	0.00%	0.00%	0.16%	0.23%	0.24%	0.26%	0.10%	0.10%	0.20%	1.56%	0.51%	0.33%	1.34%	0.60%	0.00%	0.15%	0.42%	0.00%	0.77%	0.23%	0.45%	0.00%	1.33%	0.08%	0.32%	1.03%									
18	Сурайкин Максим Александрович	132	0	0	2	0	0	1	1	10	0	5	13	0	5	0	4	4	1	2	0	2	0	7	7	0	0	21	4	3	6	0	1	0	15	2	2	13	0	1	0									
		0.35%	0.00%	0.00%	0.18%	0.00%	0.00%	0.26%	0.07%	0.57%	0.00%	0.30%	0.86%	0.00%	0.34%	0.00%	0.43%	0.33%	0.06%	0.16%	0.00%	0.21%	0.00%	0.36%	2.18%	0.00%	0.00%	2.56%	2.41%	0.44%	0.44%	0.00%	0.18%	0.00%	1.71%	0.23%	0.21%	1.24%	0.00%	0.08%	0.00%									
19	Титов Борис Юрьевич	28	0	1	0	0	0	0	0	0	0	1	8	0	1	0	2	0	2	0	1	1	0	1	0	0	1	0	0	1	0	2	0	0	1	0	0	5	0	0	0									
		0.08%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.53%	0.00%	0.07%	0.00%	0.21%	0.00%	0.12%	0.00%	0.09%	0.10%	0.00%	0.05%	0.00%	0.00%	0.16%	0.00%	0.00%	0.15%	0.00%	0.14%	0.00%	0.00%	0.11%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	54	0	0	0	0	1	0	3	1	0	2	13	0	8	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	5	1	0	1	0	2	5	1	6	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.20%	0.06%	0.00%	0.12%	0.86%	0.00%	0.55%	0.00%	0.21%	0.00%	0.06%	0.00%	0.00%	0.10%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.18%	0.00%	0.11%	0.00%	0.21%	0.48%	0.08%	0.48%	0.00%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
