Выборы Президента Российской Федерации																																																																	
Дата голосования: 18.03.2018																																																																	
																																																																	
"Наименование Избирательной комиссии:    Дзержинская, Свердловская"																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																															
																																																																	
		Сумма	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016									
1	"Число избирателей, включенных в список избирателей"	97778	1118	2241	2203	1699	1305	1499	1733	1260	1844	1560	2405	2032	1065	1307	1357	2453	2361	1877	2548	1690	890	2374	1839	1038	2211	1237	2022	1766	1282	2550	2051	2160	1477	2532	2040	2165	1594	2070	1907	992	2182	1921	2407	2221	1818	2118	1202	2045	1101	2045	2286	1406	2354	918									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	89662	1100	2200	2200	1047	1300	882	1066	1100	1800	1500	2400	2000	1000	1200	1300	2400	2300	1800	2500	1016	456	2300	1800	1000	2200	1100	2000	1700	1200	2500	1700	2100	870	2500	2000	2100	1500	2000	1900	900	2000	1900	2200	2200	1800	2100	702	2000	678	2000	2200	895	2300	750									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	58837	658	1331	1288	1011	784	858	1034	642	962	942	1501	1116	611	773	807	1622	1422	1134	1583	959	413	1549	1029	700	1441	836	1444	1130	752	1461	1259	1128	845	1547	1156	1233	966	1344	1179	527	1242	1218	1362	1314	1069	1280	687	1253	665	1351	1489	888	1467	575									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2148	30	24	44	36	18	24	32	93	37	27	34	31	21	25	23	68	37	22	28	57	43	26	28	27	15	11	23	30	24	25	60	29	25	41	37	62	12	29	38	21	172	49	227	31	38	40	15	25	13	35	31	7	6	142									
6	Число погашенных избирательных бюллетеней	28677	412	845	868	0	498	0	0	365	801	531	865	853	368	402	470	710	841	644	889	0	0	725	743	273	744	253	533	540	424	1014	381	943	0	912	807	805	522	627	683	352	586	633	611	855	693	780	0	722	0	614	680	0	827	33									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2148	30	24	44	36	18	24	32	93	37	27	34	31	21	25	23	68	37	22	28	57	43	26	28	27	15	11	23	30	24	25	60	29	25	41	37	62	12	29	38	21	172	49	227	31	38	40	15	25	13	35	31	7	6	142									
8	Число бюллетеней в стационарных ящиках для голосования	58819	658	1331	1288	1011	784	857	1025	642	962	942	1501	1116	611	773	807	1622	1422	1134	1582	957	413	1549	1029	700	1441	836	1444	1130	752	1461	1259	1128	844	1547	1156	1233	966	1344	1179	527	1241	1218	1362	1314	1069	1279	687	1253	663	1351	1489	888	1467	575									
9	Число недействительных избирательных бюллетеней	608	10	12	19	3	8	3	7	4	9	15	15	12	7	11	20	4	14	14	10	7	0	24	13	10	19	6	14	17	7	18	12	7	6	19	16	8	11	21	18	4	14	25	24	13	11	10	3	0	6	6	14	7	12	9									
10	Число действительных избирательных бюллетеней	60359	678	1343	1313	1044	794	878	1050	731	990	954	1520	1135	625	787	810	1686	1445	1142	1600	1007	456	1551	1044	717	1437	841	1453	1143	769	1468	1307	1150	863	1569	1177	1287	967	1352	1199	544	1399	1242	1565	1332	1096	1309	699	1278	670	1380	1506	888	1461	708									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
