Выборы Президента Российской Федерации																																														
Дата голосования: 18.03.2018																																														
																																														
Наименование Избирательной комиссии:    Хивская																																														
																																														
Сводная таблица итогов голосования																																														
																																														
	Число участковых избирательных комиссий	35																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	35																																												
																																														
		Сумма	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650									
1	"Число избирателей, включенных в список избирателей"	12739	141	60	63	607	587	80	163	839	295	750	311	359	71	403	541	314	368	570	1160	194	72	146	88	1230	586	527	78	449	212	180	355	435	114	210	181									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13760	139	57	57	596	813	79	182	821	308	693	311	405	69	573	542	308	376	590	1124	171	74	149	88	1935	590	510	82	449	250	178	314	429	109	207	182									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10805	90	36	38	218	543	72	163	725	273	650	183	354	59	396	475	281	337	530	1068	134	69	125	82	1200	505	453	51	425	201	86	236	393	93	91	170									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	299	0	0	0	17	44	0	0	16	10	14	22	5	0	7	19	5	9	17	3	0	0	3	0	30	0	27	0	12	11	3	0	4	5	16	0									
6	Число погашенных избирательных бюллетеней	2656	49	21	19	361	226	7	19	80	25	29	106	46	10	170	48	22	30	43	53	37	5	21	6	705	85	30	31	12	38	89	78	32	11	100	12									
7	Число избирательных бюллетеней в переносных ящиках для голосования	298	0	0	0	17	44	0	0	16	10	14	22	5	0	7	19	5	9	16	3	0	0	3	0	30	0	27	0	12	11	3	0	4	5	16	0									
8	Число бюллетеней в стационарных ящиках для голосования	10805	90	36	38	218	543	72	163	725	273	650	183	354	59	396	475	281	337	530	1068	134	69	125	82	1200	505	453	51	425	201	86	236	393	93	91	170									
9	Число недействительных избирательных бюллетеней	66	0	0	1	1	7	0	0	3	0	0	0	0	0	2	5	0	0	0	33	1	2	0	0	5	0	0	0	0	2	0	0	3	1	0	0									
10	Число действительных избирательных бюллетеней	11037	90	36	37	234	580	72	163	738	283	664	205	359	59	401	489	286	346	546	1038	133	67	128	82	1225	505	480	51	437	210	89	236	394	97	107	170									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
13	Бабурин Сергей Николаевич	6	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
14	Грудинин Павел Николаевич	900	7	0	5	38	93	4	30	46	2	20	12	15	5	15	27	16	7	31	52	9	6	5	6	126	152	53	2	12	27	21	15	17	4	12	8									
		8.11%	7.78%	0.00%	13.16%	16.17%	15.84%	5.56%	18.40%	6.21%	0.71%	3.01%	5.85%	4.18%	8.47%	3.72%	5.47%	5.59%	2.02%	5.68%	4.86%	6.72%	8.70%	3.91%	7.32%	10.24%	30.10%	11.04%	3.92%	2.75%	12.74%	23.60%	6.36%	4.28%	4.08%	11.21%	4.71%									
15	Жириновский Владимир Вольфович	13	1	0	0	2	0	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0									
		0.12%	1.11%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	1.69%	0.50%	0.00%	0.35%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%									
16	Путин Владимир Владимирович	10089	80	36	30	190	484	68	132	692	281	644	191	341	53	382	461	269	338	513	982	124	61	122	75	1091	353	427	49	425	181	68	221	377	92	94	162									
		90.87%	88.89%	100.00%	78.95%	80.85%	82.45%	94.44%	80.98%	93.39%	99.29%	96.99%	93.17%	94.99%	89.83%	94.79%	93.32%	94.06%	97.69%	93.96%	91.69%	92.54%	88.41%	95.31%	91.46%	88.70%	69.90%	88.96%	96.08%	97.25%	85.38%	76.40%	93.64%	94.96%	93.88%	87.85%	95.29%									
17	Собчак Ксения Анатольевна	12	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.18%	0.09%	0.00%	0.00%	0.00%	1.22%	0.16%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%									
18	Сурайкин Максим Александрович	16	1	0	2	4	1	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0									
		0.14%	1.11%	0.00%	5.26%	1.70%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.25%	0.20%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.78%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
19	Титов Борис Юрьевич	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
